precio,descuento,stock,visualizaciones,rating,num_reviews,dias_desde_lanzamiento,clicks,categoria,temporada,ventas
142.32914526359372,21.872656997186514,162,90,3.133705769621562,16,243,44,Electronica,Verano,31.503977659896055
64.3664736405721,2.7898716584262573,428,106,4.195130930065941,21,258,50,Electronica,Invierno,34.17864726313667
53.10177617719859,29.819047034419988,284,107,1.33931073078615,22,243,46,Electronica,Invierno,109.48520808192673
114.74980612574933,9.262700041334673,301,101,2.4671875413848134,23,159,74,Electronica,Verano,29.373377810975818
146.69910425925698,16.36887755548296,60,103,3.4847058883749917,16,23,59,Electronica,Otoño,29.72718516259984
90.39022742364759,23.75548444211362,67,106,2.6365628237767353,22,336,48,Deportes,Verano,66.84484046128364
196.34519769307695,7.110194920674834,179,107,3.9138710682225613,19,69,52,Deportes,Otoño,0.0
140.11765033112403,10.23491270247212,430,100,3.1750929333533513,13,237,52,Ropa,Otoño,33.86603965910886
101.37706128202858,6.188063014025962,46,94,3.960305629186802,20,182,55,Hogar,Otoño,68.96117258237584
84.5023284568886,11.357349352714778,102,102,4.137213939512826,14,204,45,Hogar,Otoño,87.89922131241109
75.20382306866519,22.04810017495671,389,101,3.0300847119867793,22,294,52,Electronica,Verano,71.39651433034206
148.5194444029679,21.432806814284923,309,91,3.9570739901075216,20,350,51,Ropa,Otoño,34.846423807126904
93.32872648912864,5.4605753609443,175,90,1.6841582968735884,24,270,59,Electronica,Verano,28.091346459553087
21.338800355817988,14.30771886210212,490,104,2.490596843319402,24,22,51,Hogar,Primavera,110.61027608670025
85.62840851278197,20.646202999859923,449,72,4.087916850948358,16,180,59,Hogar,Verano,65.81330626862098
150.21912708908678,22.144496835661275,203,106,1.069524210076683,22,280,46,Deportes,Primavera,52.97164816946776
44.673428786165,19.08110915501589,76,101,2.0155263585107948,24,222,42,Deportes,Primavera,50.724531038619105
43.33583366802358,5.8446813659076575,470,92,2.3274207435889926,23,136,53,Ropa,Primavera,76.38778532834934
110.99476102994929,26.042371662285795,54,120,4.443835890411359,27,143,58,Deportes,Invierno,78.26987491866603
111.04724154840456,8.653433224132407,408,104,1.4712128478376538,21,254,47,Ropa,Verano,1.3559440291108906
130.536182124751,11.09765409005092,292,93,1.9074413857065644,17,70,51,Deportes,Primavera,26.038350918024143
171.39204087478,16.754934057896936,132,118,2.8373607828909497,14,330,48,Electronica,Verano,13.056228908551002
147.6465117235207,25.781355147416704,474,94,2.6935518243276197,16,326,55,Deportes,Invierno,36.27896057146439
126.09446702874075,19.489509361984588,361,99,2.7428388943283353,20,190,47,Electronica,Verano,57.91366993993856
147.2642426883421,21.050631134367393,261,89,2.3945659841596716,22,144,54,Ropa,Invierno,51.3827615031032
71.36219363210387,6.49104839060675,243,101,1.3431420175502997,10,168,40,Electronica,Primavera,24.16468546467763
78.73984456823968,10.576854724399631,367,95,2.8016469416584826,16,225,53,Hogar,Verano,54.050745881909506
53.37001386700157,4.106802541246762,255,109,2.325538836201683,25,12,39,Ropa,Verano,79.59542348409657
65.80566881387759,22.107102489224623,471,101,3.8801656895207444,29,7,51,Hogar,Verano,120.91282834716228
129.88546353235267,28.462734196826506,304,113,4.908485848418925,10,124,72,Electronica,Otoño,104.63730471371386
27.499938589564284,22.04604784460624,26,109,3.4839324996475063,29,217,60,Hogar,Verano,93.64980339182343
92.40322280911036,3.740361481095844,306,84,3.548676894272008,15,152,47,Deportes,Otoño,7.696102211432763
91.86392503263232,20.800960570836647,478,97,1.2076625072820586,27,363,58,Ropa,Invierno,69.16318973802296
103.80016855355818,12.996755733762843,173,102,3.539867840666561,15,55,56,Hogar,Verano,59.770739501877486
90.90775515620732,2.7634254599560917,213,89,2.77406325445384,24,320,54,Electronica,Primavera,46.96623049873955
69.3296323647684,29.984225198905435,39,101,1.4817044577524912,22,113,56,Ropa,Invierno,84.8682765428952
91.00674832293356,21.72375872212203,274,106,4.629844981607421,28,256,56,Hogar,Otoño,62.49789061818334
179.7439409922556,18.673139077701666,39,103,2.833097075319362,17,165,48,Hogar,Verano,3.650669110529817
189.39040345873713,26.19293620106475,66,110,4.781749418924644,19,180,60,Hogar,Invierno,66.1460350349114
105.34896841802394,9.760232834422213,386,93,4.035389978502354,29,15,58,Ropa,Otoño,59.57645285796128
128.55106084050112,20.005352709516483,141,88,3.3938709457592076,20,204,53,Deportes,Verano,36.60099756758844
31.96749506506619,14.048412973986013,469,105,4.827506998534069,21,297,51,Hogar,Otoño,79.85199030283785
70.28424154586097,3.718493031906541,318,96,1.3601769301265296,21,307,49,Deportes,Invierno,42.52619703614892
88.81698027119003,16.232091411634908,261,119,2.900030684421503,15,243,65,Electronica,Otoño,60.59249699511778
174.59873999783952,18.95728463162901,214,81,3.1126555483848097,20,124,55,Ropa,Verano,15.691032883569115
57.58651942533627,14.197497116109725,229,96,2.5854435248691194,19,54,39,Hogar,Verano,88.56536645143534
101.77651020991382,3.758146711309304,354,107,4.174521678365624,15,264,50,Hogar,Otoño,44.11825038290993
197.25635926603394,2.258495243403418,313,84,2.1383965316723446,22,232,50,Electronica,Otoño,2.0517997276806383
108.70217265936377,19.945153942747726,329,104,2.038518285898643,23,111,38,Hogar,Otoño,37.054729737768646
126.44995989496385,25.137244919686186,296,104,1.3227803886075464,31,341,38,Ropa,Invierno,25.914826321529226
32.91944653816151,27.722821362599266,18,108,3.9909535095560327,19,244,46,Ropa,Invierno,111.62460576523088
167.00475209629832,11.645575607809416,467,98,2.400441967128581,17,256,54,Hogar,Primavera,21.176446653537244
124.5814243980762,28.149475041392773,186,90,1.5963391537003804,25,138,50,Ropa,Invierno,57.4115634482212
113.56292122862834,24.594104162930556,424,113,3.132779977845269,28,33,56,Deportes,Primavera,51.13875208883851
