duration,credit_amount,installment_rate,residence_since,age,num_credits,num_liable,debt_to_income_ratio,num_previous_loans,monthly_income,credit_duration_ratio,age_employment_interaction,bmi,overall_stability,financial_pressure,status_account,savings,employment_since,payment_behavior,credit_history_all_paid_this_bank,credit_history_critical_account,credit_history_delay_in_past,credit_history_existing_paid_duly,credit_history_no_credits_all_paid,purpose_business,purpose_car_new,purpose_car_used,purpose_education,purpose_furniture_equipment,purpose_others,purpose_radio_television,purpose_repairs,purpose_infrequent_sklearn,personal_status_female_divorced_married,personal_status_male_divorced_separated,personal_status_male_married_widowed,personal_status_male_single,other_debtors_co_applicant,other_debtors_guarantor,other_debtors_none,property_building_society_savings,property_car_or_other,property_missing,property_no_property,property_real_estate,other_installments_installment_bank,other_installments_installment_stores,other_installments_no_installment,housing_for_free,housing_own,housing_rent,job_highly_qualified,job_skilled_employee,job_unemployed_unskilled,job_unskilled_resident,telephone_has_telephone,telephone_no_telephone,foreign_worker_foreign_worker_no,foreign_worker_foreign_worker_yes,gender_Female,gender_Male,high_risk_profile,credit_experience,target
-1.0057897213869187,0.2553718466015583,-1.6123851656168589,1.0800103981283797,-0.20170388462955,-0.7623672489240259,0.0,-0.9456948316749715,-1.8772999880755807,0.0,1.3901908870054505,-1.0494214893030394,1.7273120574780143,-0.11891400328493094,-1.4734896560746036,4.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0
0.46085185497412134,0.40688001986403916,-0.09565011680560226,-0.7813628952866436,-0.874883371071976,-0.7623672489240259,0.0,-0.21381622220764107,-0.17726132382146725,0.0,0.018001600963726293,0.5717727804803265,0.11729777631724908,0.44476109825638027,-0.04574178492611156,4.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0
-1.0057897213869187,-0.7141820028862454,-0.09565011680560226,-0.7813628952866436,0.22953917600222315,-0.7623672489240259,0.0,-0.8734350254210421,0.40350628788547294,0.0,0.10756462895699812,-0.25194549353349055,1.6338592585133083,-0.6983732062182477,-0.706635939321688,4.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0
-1.5241255844120112,-0.046800967963648694,-1.6123851656168589,-1.6281491147872547,1.0425690461857666,-0.7623672489240259,0.0,-0.3529752866313974,1.3423364164324694,0.0,1.6395103238966346,-0.8037691580027772,0.7452057642205895,-1.9189731342762406,-1.162805287680398,2.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,0
1.5425639359510757,1.6822167566226214,-0.9623914243901985,1.0800103981283797,1.0425690461857666,-0.7623672489240259,0.0,-0.33152960910363266,1.3423364164324694,0.0,0.6057808585461583,1.0029553774261197,0.04029273486077159,0.9949899660888244,-0.5876110750709707,1.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,0
-0.36060225658302,-0.6115589261027949,0.9787807761787297,0.12556492694877255,-0.20170388462955,-0.7623672489240259,0.0,-0.0831955492189521,0.9015805613081644,0.0,-0.46902032498089735,-0.36494672787303994,-1.790552831727923,-0.11891400328493094,0.42467244071604265,4.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
-1.7336239429238098,-0.48691537972205395,-1.6123851656168589,-0.7813628952866436,-0.0863399864361351,1.2757387876645758,0.0,-0.3529752866313974,0.9015805613081644,0.0,1.3280520806743392,-0.33595819349571765,1.4454876699628192,-0.6983732062182477,-1.162805287680398,4.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
0.3832168554106546,-0.4932951206103684,0.9787807761787297,0.12556492694877255,0.7534924586734033,-0.7623672489240259,0.0,0.17170548750985054,-0.8916882982457234,0.0,-1.056198596835258,-0.868974088098154,1.0868064631080416,-0.6983732062182477,0.660462435460309,4.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
-1.1637412109645915,-0.739617130008513,-0.9623914243901985,-1.6281491147872547,-0.7254702058476966,-0.7623672489240259,0.0,-1.307250849406134,0.9015805613081644,0.0,0.2601772291116794,-0.48652524614164255,-0.5095922305197597,-1.2968330969361122,-1.405992480057773,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
-0.051311292502123004,-0.6106907768532287,0.9787807761787297,-1.6281491147872547,0.9031161440252429,-0.7623672489240259,0.0,1.0994822449500694,-0.17726132382146725,0.0,-0.7847999945537487,-0.8359473960327013,-0.06296449905900393,-1.9189731342762406,1.4093796557877845,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1,1
-1.7336239429238098,-2.005256268435701,-0.09565011680560226,-1.6281491147872547,-0.45007005858847465,-0.7623672489240259,0.0,-0.275339752105823,0.40350628788547294,0.0,-0.761359399484895,-0.4245516134464571,0.9412406348186307,-1.2968330969361122,-0.10432579230477446,4.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,0
-0.8594424188572324,-0.623769048801468,0.9787807761787297,-1.6281491147872547,0.32592947679550044,1.2757387876645758,0.0,0.24778300167937195,-0.8916882982457234,0.0,0.059556645245374705,1.0300421397209125,0.04029273486077159,-0.11891400328493094,0.7279057712903292,4.0,2.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
-0.7229788139749421,-0.11587875309597255,-0.09565011680560226,0.12556492694877255,0.02373660841018861,-0.7623672489240259,0.0,0.16057444917980046,-0.17726132382146725,0.0,0.5753490082559098,-0.5845507913878224,2.435975617786657,-0.11891400328493094,-0.10432579230477446,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0
